정렬No.,출처파일,위치,기기번호,게이트명,표기명,입출구분,공간구분_NM,공간구분_code,세부유형_NM,세부유형_code,Tag_Code,라벨링_활동
1789,입출문기록(24.6. ~ 25. 6.),SBL P4,307-3-1-1,307-03 P4_MEZZ. 3층_P4-AD-3M975(창고 -3),P4_MEZZ. 3층_P4-AD-3M975(창고 -3),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1790,태깅문,SBL P4,307-4,307-4 P4 3MF층 P4-AD-3M973 - 1,P4 3MF층 P4-AD-3M973 - 1,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1791,입출문기록(24.6. ~ 25. 6.),SBL P4,307-4-1-1,307-4 P4 3MF층 P4-AD-3M973 - 2,P4 3MF층 P4-AD-3M973 - 2,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1792,입출문기록(24.6. ~ 25. 6.),SBL P4,307-4-1-2,307-4 P4 3MF층 P4-AD-3M973 - 1,P4 3MF층 P4-AD-3M973 - 1,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1793,태깅문,SBL P4,307-5 ,307-5 P4 3MF층 P4-AD-3M971,4 3MF층 P4-AD-3M971,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1794,입출문기록(24.6. ~ 25. 6.),SBL P4,307-5-1-1,307-5 P4 3MF층 P4-AD-3M971,P4 3MF층 P4-AD-3M971,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1795,태깅문,SBL P4,307-6 ,307-6 P4 3MF층 P4-AD-3M972,4 3MF층 P4-AD-3M972,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1796,입출문기록(24.6. ~ 25. 6.),SBL P4,307-6-1-1,307-6 P4 3MF층 P4-AD-3M972,P4 3MF층 P4-AD-3M972,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1797,입출문기록(24.6. ~ 25. 6.),SBL P4,307-7-1-1,307-07 P4_GMP_3MF_AD-3M977(Storage-5),P4_GMP_3MF_AD-3M977(Storage-5),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1798,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P4,307-8-1-1,307-08 P4_MEZZ. 3층_P4-AD-3M331(모성보호실) - 입문,P4_MEZZ. 3층_P4-AD-3M331(모성보호실) - 입문,IN,비근무영역,N,휴게공간,1,N1,"식사, 휴게"
1799,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P4,307-8-1-2,307-08 P4_MEZZ. 3층_P4-AD-3M331(모성보호실) - 출문,P4_MEZZ. 3층_P4-AD-3M331(모성보호실) - 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
1800,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P4,307-9-1-1,307-09 P4_MEZZ. 3층_P4-AD-3M331(여성휴게실) - 입문,P4_MEZZ. 3층_P4-AD-3M331(여성휴게실) - 입문,IN,비근무영역,N,휴게공간,1,N1,"식사, 휴게"
1801,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P4,307-9-1-2,307-09 P4_MEZZ. 3층_P4-AD-3M331(여성휴게실) - 출문,P4_MEZZ. 3층_P4-AD-3M331(여성휴게실) - 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
1802,입출문기록(24.6. ~ 25. 6.),SBL P3,30-8-1-1,030-08 P3_K-GMP_1F_WH-1213(Sampling Entrance (M)),P3_K-GMP_1F_WH-1213(Sampling Entrance (M)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1803,입출문기록(24.6. ~ 25. 6.),SBL P3,30-9-1-1,030-09 P3_GMP_1F_WH-1214(Sampling Vestibule),P3_GMP_1F_WH-1214(Sampling Vestibule),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1804,입출문기록(24.6. ~ 25. 6.),SBL P3,31-10-1-1,031-10 P3_GMP_2F_DS-2215(Waste Airlock (CC)),P3_GMP_2F_DS-2215(Waste Airlock (CC)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1805,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P3,31-1-1-1,031-01 P3_생산동_2층_DS-2318(모성보호실)(입문)),P3 2F 모성보호실 입문,IN,비근무영역,N,휴게공간,1,N1,"식사, 휴게"
1806,입출문기록(24.6. ~ 25. 6.),SBL P3,31-1-1-1,031-01 P3_생산동_2층_DS-2318(모성보호실(입문)),P3_생산동_2층_DS-2318(모성보호실(입문)),IN,비근무영역,N,휴게공간,1,N1,"식사, 휴게"
1807,입출문기록(24.6. ~ 25. 6.),SBL P3,31-11-1-1,031-11 P3_생산동_2층_DS-2614(2F-MCC-3W),P3_생산동_2층_DS-2614(2F-MCC-3W),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1808,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P3,31-1-1-2,031-01 P3_생산동_2층_DS-2318(모성보호실)(출문)),P3 2F 모성보호실 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
1809,입출문기록(24.6. ~ 25. 6.),SBL P3,31-1-1-2,031-01 P3_생산동_2층_DS-2318(모성보호실(출문)),P3_생산동_2층_DS-2318(모성보호실(출문)),OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
1810,입출문기록(24.6. ~ 25. 6.),SBL P3,31-12-1-1,031-12 P3_GMP_2F_DS-2615(MCS I/O room),P3_GMP_2F_DS-2615(MCS I/O room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1811,입출문기록(24.6. ~ 25. 6.),SBL P3,31-13-1-1,031-13 P3_GMP_2F_DS-2616(BMS I/O Room),P3_GMP_2F_DS-2616(BMS I/O Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1812,입출문기록(24.6. ~ 25. 6.),SBL P3,31-13-1-1,031-13 P3_생산동_2층_DS-2616(BMS I/O 룸),P3_생산동_2층_DS-2616(BMS I/O 룸),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1813,입출문기록(24.6. ~ 25. 6.),SBL P3,31-14-1-1,031-14 P3_GMP_2F_DS-2211(Technical Core (CC)),P3_GMP_2F_DS-2211(Technical Core (CC)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1814,입출문기록(24.6. ~ 25. 6.),SBL P3,31-15-1-1,031-15 P3_생산동_2층_DS-2212(창고),P3_생산동_2층_DS-2212(창고),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1815,입출문기록(24.6. ~ 25. 6.),SBL P3,31-16-1-1,031-16 P3_생산동_2층_DS-2325(창고),P3_생산동_2층_DS-2325(창고),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1816,입출문기록(24.6. ~ 25. 6.),SBL P3,31-17-1-1,031-17 P3_생산동_2층_DS-2617(2F-TPS-2W),P3_생산동_2층_DS-2617(2F-TPS-2W),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1817,입출문기록(24.6. ~ 25. 6.),SBL P3,31-18-1-1,031-18 P3_생산동_2층_DS-2618(2F-EPS-2W),P3_생산동_2층_DS-2618(2F-EPS-2W),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1818,입출문기록(24.6. ~ 25. 6.),SBL P3,31-19-1-1,031-19 P3_생산동_2층_DS-2619(2F-MCC-2W),P3_생산동_2층_DS-2619(2F-MCC-2W),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1819,입출문기록(24.6. ~ 25. 6.),SBL P3,31-20-1-1,031-20 P3_GMP_2F_DS-2511(Clean Utilities Room(CC)),P3_GMP_2F_DS-2511(Clean Utilities Room(CC)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1820,입출문기록(24.6. ~ 25. 6.),SBL P3,31-2-1-1,031-02 P3_GMP_2F_DS-2211(Technical Core (CC)),P3_GMP_2F_DS-2211(Technical Core (CC)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1821,입출문기록(24.6. ~ 25. 6.),SBL P3,31-21-1-1,031-21 P3_생산동_2층_DS-2214(창고),P3_생산동_2층_DS-2214(창고),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1822,입출문기록(24.6. ~ 25. 6.),SBL P3,31-22-1-1,031-22 P3_생산동_2층_DS-2221(CLEANSTEAMGENERATOR룸,P3_생산동_2층_DS-2221(CLEANSTEAMGENERATOR룸,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1823,입출문기록(24.6. ~ 25. 6.),SBL P3,31-23-1-1,031-23 P3_GMP_2F_DS-2511(Clean Utilities Room(CC)),P3_GMP_2F_DS-2511(Clean Utilities Room(CC)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1824,입출문기록(24.6. ~ 25. 6.),SBL P3,31-24-1-1,031-24 P3_생산동_2층_DS-2625(2F-TPS-1C),P3_생산동_2층_DS-2625(2F-TPS-1C),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1825,입출문기록(24.6. ~ 25. 6.),SBL P3,31-25-1-1,031-25 P3_생산동_2층_DS-2624(2F-EPS-1C),P3_생산동_2층_DS-2624(2F-EPS-1C),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1826,입출문기록(24.6. ~ 25. 6.),SBL P3,31-26-1-1,031-26 P3_생산동_2층_DS-2623(2F-MCC-1C),P3_생산동_2층_DS-2623(2F-MCC-1C),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1827,입출문기록(24.6. ~ 25. 6.),SBL P3,31-27-1-1,031-27 P3_생산동_2층_DS-2412(공조기실),P3_생산동_2층_DS-2412(공조기실),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1828,입출문기록(24.6. ~ 25. 6.),SBL P3,31-28-1-1,031-28 P3_GMP_2F_DS-2237(Waste Airlock (PP)),P3_GMP_2F_DS-2237(Waste Airlock (PP)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1829,입출문기록(24.6. ~ 25. 6.),SBL P3,31-30-1-1,031-30 P3_GMP_2F_DS-2235(Material Airlock (PP)),P3_GMP_2F_DS-2235(Material Airlock (PP)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1830,입출문기록(24.6. ~ 25. 6.),SBL P3,31-3-1-1,031-03 P3_생산동_2층_DS-2611(2F-TPS-1W),P3_생산동_2층_DS-2611(2F-TPS-1W),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1831,입출문기록(24.6. ~ 25. 6.),SBL P3,31-31-1-1,031-31 P3_K-GMP_2F_DS-2816(Freezer Room),P3_K-GMP_2F_DS-2816(Freezer Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1832,입출문기록(24.6. ~ 25. 6.),SBL P3,31-31-1-1,031-31 P3_생산동_2층_DS-2816(FUTURE SHELL),P3_생산동_2층_DS-2816(FUTURE SHELL),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1833,입출문기록(24.6. ~ 25. 6.),SBL P3,31-32-1-1,031-32 P3_GMP_2F_DS-2627(MCS I/O room),P3_GMP_2F_DS-2627(MCS I/O room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1834,입출문기록(24.6. ~ 25. 6.),SBL P3,31-33-1-1,031-33 P3_GMP_2F_DS-2626(BMS I/O Room),P3_GMP_2F_DS-2626(BMS I/O Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1835,입출문기록(24.6. ~ 25. 6.),SBL P3,31-33-1-1,031-33 P3_생산동_2층_DS-2626(BMS I/O 룸),P3_생산동_2층_DS-2626(BMS I/O 룸),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1836,입출문기록(24.6. ~ 25. 6.),SBL P3,31-34-1-1,031-34 P3_GMP_2F_DS-2238(Technical Core (PP)),P3_GMP_2F_DS-2238(Technical Core (PP)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1837,입출문기록(24.6. ~ 25. 6.),SBL P3,31-36-1-1,031-36 P3_K-GMP_2F_WH-2815(packing room),P3_K-GMP_2F_WH-2815(packing room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1838,입출문기록(24.6. ~ 25. 6.),SBL P3,31-37-1-1,031-37 P3_K-GMP_2F_WH-2711(Cold Room 1),P3_K-GMP_2F_WH-2711(Cold Room 1),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1839,입출문기록(24.6. ~ 25. 6.),SBL P3,31-38-1-1,031-38 P3_생산동_2층_WH-2611(2F-EPS-1E),P3_생산동_2층_WH-2611(2F-EPS-1E),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1840,입출문기록(24.6. ~ 25. 6.),SBL P3,31-39-1-1,031-39 P3_생산동_2층_WH-2612(2F-TPS-1E),P3_생산동_2층_WH-2612(2F-TPS-1E),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1841,입출문기록(24.6. ~ 25. 6.),SBL P3,31-40-1-1,031-40 P3_생산동_2층_WH-2613(2F-MCC-1E),P3_생산동_2층_WH-2613(2F-MCC-1E),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1842,입출문기록(24.6. ~ 25. 6.),SBL P3,31-4-1-1,031-04 P3_생산동_2층_DS-2612(2F-EPS-1W),P3_생산동_2층_DS-2612(2F-EPS-1W),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1843,입출문기록(24.6. ~ 25. 6.),SBL P3,31-41-1-1,031-41 P3_생산동_2층_WH-2311(사무실),P3_생산동_2층_WH-2311(사무실),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1844,입출문기록(24.6. ~ 25. 6.),SBL P3,31-42-1-1,031-42 P3_생산동_2층_DS-2413(HV GENERATOR룸[서측]),P3_생산동_2층_DS-2413(HV GENERATOR룸[서측]),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1845,입출문기록(24.6. ~ 25. 6.),SBL P3,31-43-1-1,031-43 P3_생산동_2층_DS-2413(HV GENERATOR룸[동측]),P3_생산동_2층_DS-2413(HV GENERATOR룸[동측]),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1846,입출문기록(24.6. ~ 25. 6.),SBL P3,31-44-1-1,031-44 P3_생산동_2층_WH-2620(2F-EPS-2E),P3_생산동_2층_WH-2620(2F-EPS-2E),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1847,입출문기록(24.6. ~ 25. 6.),SBL P3,31-45-1-1,031-45 P3_생산동_2층_WH-2621(2F-TPS-2E),P3_생산동_2층_WH-2621(2F-TPS-2E),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1848,입출문기록(24.6. ~ 25. 6.),SBL P3,31-46-1-1,031-46 P3_생산동_2층_WH-2622(2F-MCC-2E),P3_생산동_2층_WH-2622(2F-MCC-2E),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1849,입출문기록(24.6. ~ 25. 6.),SBL P3,31-47-1-1,031-47 P3_생산동_2층_WH-2112(세탁가운창고),P3_생산동_2층_WH-2112(세탁가운창고),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1850,입출문기록(24.6. ~ 25. 6.),SBL P3,31-48-1-1,031-48 P3_K-GMP_2F_WH-2713(Cold Room 2),P3_K-GMP_2F_WH-2713(Cold Room 2),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1851,입출문기록(24.6. ~ 25. 6.),SBL P3,31-49-1-1,031-49 P3_생산동_2층_WH-2113(가운중간창고),P3_생산동_2층_WH-2113(가운중간창고),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1852,입출문기록(24.6. ~ 25. 6.),SBL P3,31-50-1-1,031-50 P3_생산동_2층_WH-2924(P3-#10 계단실),P3_생산동_2층_WH-2924(P3-#10 계단실),IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
1853,입출문기록(24.6. ~ 25. 6.),SBL P3,31-5-1-1,031-05 P3_생산동_2층_DS-2613(2F-MCC-1W[서측]),P3_생산동_2층_DS-2613(2F-MCC-1W[서측]),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1854,입출문기록(24.6. ~ 25. 6.),SBL P3,31-51-1-1,031-51 P3_K-GMP_2F_WH-2114(Warehouse),P3_K-GMP_2F_WH-2114(Warehouse),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1855,입출문기록(24.6. ~ 25. 6.),SBL P3,31-52-1-1,031-52 P3_K-GMP_2F_WH-2114(Warehouse),P3_K-GMP_2F_WH-2114(Warehouse),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1856,입출문기록(24.6. ~ 25. 6.),SBL P3,31-54-1-1,031-54 P3_생산동_2층_비상도어[입구],P3_생산동_2층_비상도어[입구],IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
1857,입출문기록(24.6. ~ 25. 6.),SBL P3,31-54-1-2,031-54 P3_생산동_2층_비상도어[출구],P3_생산동_2층_비상도어[출구],IN,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
1858,입출문기록(24.6. ~ 25. 6.),SBL P3,31-55-1-1,031-55 P3_2층_WH-2822(기계실),P3_2층_WH-2822(기계실),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1859,입출문기록(24.6. ~ 25. 6.),SBL P3,31-56-1-1,031-56 P3_GMP_2F_DS-2412(HVAC ROOM),P3_GMP_2F_DS-2412(HVAC ROOM),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1860,입출문기록(24.6. ~ 25. 6.),SBL P3,31-57-1-1,031-57 P3_생산동_2층_DS-2987,P3_생산동_2층_DS-2987,-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1861,입출문기록(24.6. ~ 25. 6.),SBL P3,31-6-1-1,031-06 P3_생산동_2층_DS-2613(2F-MCC-1W[동측]),P3_생산동_2층_DS-2613(2F-MCC-1W[동측]),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1862,입출문기록(24.6. ~ 25. 6.),SBL P3,31-7-1-1,031-07 P3_생산동_2층_DS-2321(미화대기실[여]),P3_생산동_2층_DS-2321(미화대기실[여]),IN,비근무영역,N,휴게공간,1,N1,"식사, 휴게"
1863,입출문기록(24.6. ~ 25. 6.),SBL P3,31-8-1-1,031-08 P3_생산동_2층_DS-2322(미화대기실[남]),P3_생산동_2층_DS-2322(미화대기실[남]),IN,비근무영역,N,휴게공간,1,N1,"식사, 휴게"
1864,입출문기록(24.6. ~ 25. 6.),SBL P3,31-9-1-1,031-09 P3_GMP_2F_DS-2228(EM Equipment Storage-4),P3_GMP_2F_DS-2228(EM Equipment Storage-4),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1865,입출문기록(24.6. ~ 25. 6.),SBL P3,32-10-1-1,032-10 P3_GMP_3F_DS-3216(Utility Sampling Storage),P3_GMP_3F_DS-3216(Utility Sampling Storage),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1866,입출문기록(24.6. ~ 25. 6.),SBL P3,32-10-1-2,032-10 P3_GMP_3F_DS-3216(Utility Sampling Storage),P3_GMP_3F_DS-3216(Utility Sampling Storage),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1867,입출문기록(24.6. ~ 25. 6.),SBL P3,32-1-1-1,[철거 24.11.05]032-01 P3_생산동_3층_DS-3611(3F-MCC-1W),P3_생산동_3층_DS-3611(3F-MCC-1W),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1868,입출문기록(24.6. ~ 25. 6.),SBL P3,32-1-1-1,032-01 P3_생산동_3층_DS-3611(3F-MCC-1W),P3_생산동_3층_DS-3611(3F-MCC-1W),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1869,입출문기록(24.6. ~ 25. 6.),SBL P3,32-11-1-1,032-11 P3_GMP_3F_DS-3216(Technical Core (CC)),P3_GMP_3F_DS-3216(Technical Core (CC)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1870,입출문기록(24.6. ~ 25. 6.),SBL P3,32-12-1-1,032-12 P3_GMP_3F_DS-3618(MCS I/O room),P3_GMP_3F_DS-3618(MCS I/O room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1871,입출문기록(24.6. ~ 25. 6.),SBL P3,32-13-1-1,032-13 P3_GMP_3F_DS-3614(BMS I/O Room),P3_GMP_3F_DS-3614(BMS I/O Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1872,입출문기록(24.6. ~ 25. 6.),SBL P3,32-13-1-1,032-13 P3_생산동_3층_DS-3614(BMS IO 룸),P3_생산동_3층_DS-3614(BMS IO 룸),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1873,입출문기록(24.6. ~ 25. 6.),SBL P3,32-14-1-1,032-14 P3_생산동_3층_DS-3615(3F-TPS-2W),P3_생산동_3층_DS-3615(3F-TPS-2W),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1874,입출문기록(24.6. ~ 25. 6.),SBL P3,32-15-1-1,032-15 P3_생산동_3층_DS-3616(3F-EPS-2W),P3_생산동_3층_DS-3616(3F-EPS-2W),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1875,입출문기록(24.6. ~ 25. 6.),SBL P3,32-16-1-1,032-16 P3_생산동_3층_DS-3617(3F-MCC-2W),P3_생산동_3층_DS-3617(3F-MCC-2W),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1876,입출문기록(24.6. ~ 25. 6.),SBL P3,32-17-1-1,032-17 P3_GMP_3F_DS-3230(Technical Core (CC)),P3_GMP_3F_DS-3230(Technical Core (CC)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1877,입출문기록(24.6. ~ 25. 6.),SBL P3,32-18-1-1,032-18 P3_K-GMP_3F_DS-3212(Cell Bank Storage),P3_K-GMP_3F_DS-3212(Cell Bank Storage),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1878,입출문기록(24.6. ~ 25. 6.),SBL P3,32-19-1-1,032-19 P3_GMP_3F_DS-3235(EM Equipment Storage-5),P3_GMP_3F_DS-3235(EM Equipment Storage-5),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1879,입출문기록(24.6. ~ 25. 6.),SBL P3,32-20-1-1,032-20 P3_K-GMP_3F_DS-3238(Inoculum 1 Gown),P3_K-GMP_3F_DS-3238(Inoculum 1 Gown),IN,근무영역,G,보조업무공간,2,G2,"준비, 식사, 휴게"
1880,입출문기록(24.6. ~ 25. 6.),SBL P3,32-2-1-1,032-02 P3_생산동_3층_DS-3612(3F-TPS-1W),P3_생산동_3층_DS-3612(3F-TPS-1W),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1881,입출문기록(24.6. ~ 25. 6.),SBL P3,32-21-1-1,032-21 P3_GMP_3F_DS-3231(Waste Airlock (CC)),P3_GMP_3F_DS-3231(Waste Airlock (CC)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1882,입출문기록(24.6. ~ 25. 6.),SBL P3,32-22-1-1,032-22 P3_K-GMP_3F_DS-3225(Small Media Prep Gown),P3_K-GMP_3F_DS-3225(Small Media Prep Gown),IN,근무영역,G,보조업무공간,2,G2,"준비, 식사, 휴게"
1883,입출문기록(24.6. ~ 25. 6.),SBL P3,32-23-1-1,032-23 P3_K-GMP_3F_DS-3243(Inoculum 2 Gown),P3_K-GMP_3F_DS-3243(Inoculum 2 Gown),IN,근무영역,G,보조업무공간,2,G2,"준비, 식사, 휴게"
1884,입출문기록(24.6. ~ 25. 6.),SBL P3,32-24-1-1,032-24 P3_K-GMP_3F_DS-3241(Inoculum 3 Gown),P3_K-GMP_3F_DS-3241(Inoculum 3 Gown),IN,근무영역,G,보조업무공간,2,G2,"준비, 식사, 휴게"
1885,입출문기록(24.6. ~ 25. 6.),SBL P3,32-25-1-1,032-25 P3_생산동_3층_DS-3630(3F-TPS-1C),P3_생산동_3층_DS-3630(3F-TPS-1C),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1886,입출문기록(24.6. ~ 25. 6.),SBL P3,32-26-1-1,032-26 P3_GMP_3F_DS-3711(Cold Room),P3_GMP_3F_DS-3711(Cold Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1887,입출문기록(24.6. ~ 25. 6.),SBL P3,32-27-1-1,032-27 P3_GMP_3F_DS-3230(Technical Core (CC)),P3_GMP_3F_DS-3230(Technical Core (CC)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1888,입출문기록(24.6. ~ 25. 6.),SBL P3,32-28-1-1,032-28 P3_생산동_3층_DS-3619(3F-TPS-2C),P3_생산동_3층_DS-3619(3F-TPS-2C),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1889,입출문기록(24.6. ~ 25. 6.),SBL P3,32-29-1-1,032-29 P3_생산동_3층_DS-3620(3F-EPS-1C),P3_생산동_3층_DS-3620(3F-EPS-1C),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1890,입출문기록(24.6. ~ 25. 6.),SBL P3,32-30-1-1,032-30 P3_GMP_3F_DS-3621(BMS I/O Room),P3_GMP_3F_DS-3621(BMS I/O Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1891,입출문기록(24.6. ~ 25. 6.),SBL P3,32-30-1-1,032-30 P3_생산동_3층_DS-3621(BMS I/O 룸),P3_생산동_3층_DS-3621(BMS I/O 룸),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1892,입출문기록(24.6. ~ 25. 6.),SBL P3,32-3-1-1,032-03 P3_생산동_3층_DS-3613(3F-EPS-1W),P3_생산동_3층_DS-3613(3F-EPS-1W),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1893,입출문기록(24.6. ~ 25. 6.),SBL P3,32-31-1-1,032-31 P3_생산동_3층_DS-3629(DS전기실[서측]),P3_생산동_3층_DS-3629(DS전기실[서측]),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1894,입출문기록(24.6. ~ 25. 6.),SBL P3,32-32-1-1,032-32 P3_생산동_3층_DS-3972(#15 엘리베이터 기계실,P3_생산동_3층_DS-3972(#15 엘리베이터 기계실,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1895,입출문기록(24.6. ~ 25. 6.),SBL P3,32-33-1-1,032-33 P3_생산동_3층_DS-3629(DS전기실[동측]),P3_생산동_3층_DS-3629(DS전기실[동측]),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1896,입출문기록(24.6. ~ 25. 6.),SBL P3,32-34-1-1,032-34 P3_생산동_3층_DS-3627(BATTERY),P3_생산동_3층_DS-3627(BATTERY),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
1897,입출문기록(24.6. ~ 25. 6.),SBL P3,32-35-1-1,032-35 P3_생산동_3층_DS-3626(UPS),P3_생산동_3층_DS-3626(UPS),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
