location_code,location_name,usage_count,tag_code
513-15-1-1,513-15 P5_DS동_2층_DS-2924(복도-7),876,T1
701-32-1-2,701-32 BP2_5층 University Sub S/G #2 출문,868,G4
201-6-1-1,201-06 P4_GMP_2F_P4-SA-2213(BUFFER HOLD),857,G1
32-9-1-1,032-09 P3_GMP_3F_DS-3216(Technical Core (CC)),857,G1
033-69-1-1,033-69 P3_GMP_4F_QC-4177(Corridor ? 7),856,T1
025-7-1-2,025-07 P2_DP동_4층_AD-4113(여직원휴게실)(출문),853,N1
025-7-1-1,025-07 P2_DP동_4층_AD-4113(여직원휴게실)(입문),848,N1
523-24-1-2,523-24 P5_MS동_Main 로비 S/G #2 출문,847,N1
516-60-1-2,516-60 P5_MS동_2층_MS-2701A(연결통로 출문),837,T1
023-74-1-1,023-74 P2_GMP_4F_DS-4402(Techcore (CC)),834,G1
701-6-1-1,701-06 P4_생산동_3층브릿지 SPEED GATE-2 입문,834,T1
024-56-1-1,024-56-01-01 P2_DP동_2층_DP-2501(공조기실),826,G1
700-13-2-2,700-13_개발동 후문 S/G #1-출문,826,T3
023-58-1-1,023-58 P2_GMP_2F_DP-2671(Material Buffer),820,G1
701-31-1-2,701-31 BP2_5층 University Sub S/G #1 출문,814,G4
516-60-1-1,516-60 P5_MS동_2층_MS-2701A(연결통로 입문),812,T1
700-40-2-2,700-40_P2 바이오파크 방향 S/G #1 출문,804,T3
013-31-1-1,013-31 P1_K-GMP_7F_DP-7205(Vial Filling Room Gown),796,G1
012-49-1-1,012-49 P1_GMP_6F_DP-6916(DP Packaging),793,G1
025-56-1-1,025-56 P2_K-GMP_4F_CM-4304(CMP ENTRANCE(W)),788,T2
014-9-1-1,014-09 P1_K-GMP_1F_W1-1000(Cold Storage),783,G1
012-44-1-1,012-44 P1_GMP_5F_DS-5201(Techcore),770,G1
700-40-1-1,700-40_P2 바이오파크 방향 S/G #1 입문,770,T2
025-15-1-1,025-15 P2_K-GMP_5F_CM-5304(CMP Entrance (W)),756,T2
600-68-1-1,600-68 BP2_5층_P4-A2-5201(대강당 출석체크-3),744,G4
023-83-1-1,023-83 P2_GMP_5F_DS-5172(Material Vestibule (CC)),741,G1
401-17-1-1,401-17 P4_GMP_4F_QC-4640(Corridor),732,T1
013-39-1-1,013-39 P1_7F_DP-7504(Mechanical Room),731,G1
701-31-1-1,701-31 BP2_5층 University Sub S/G #1 입문,730,G4
022-20-1-1,022-20-01 BP1_3F 경영진단 사무실 -1(입문),711,T2
523-24-1-1,523-24 P5_MS동_Main 로비 S/G #2 입문,709,N1
023-44-1-1,023-44 P2_GMP_2F_DS-2401(Techcore (CC)),702,G1
011-80-1-1,011-80 P1 3F Q1-3151 (TPS 앞),693,G1
505-17-1-1,505-17 P4_GMP_5F_SA-5712(COLD ROOM(2to8℃)),689,G1
32-26-1-1,032-26 P3_GMP_3F_DS-3711(Cold Room),686,G1
401-18-1-1,401-18 P4_GMP_4F_QC-4611(Strain Handling Room),685,G1
31-14-1-1,031-14 P3_GMP_2F_DS-2211(Technical Core (CC)),683,G1
700-31-1-1,700-31_P2 메인로비 S/G #1 입문,675,N1
012-98-1-1,012-98 DS-2501C(PIP사무실3),673,G1
035-85-1-1,035-85 P3_GMP_3F_CO-3071(Corridor-1),670,T1
55-2-1-1,55-02 ADC S/G 2레인_입문,662,T2
523-3-1-2,523-03 P5_DS동_Sub 로비 S/G #2 출문,655,N1
32-17-1-1,032-17 P3_GMP_3F_DS-3230(Technical Core (CC)),651,G1
700-13-1-1,700-13_개발동 후문 S/G #1-입문,649,T2
523-21-1-2,523-21 P5_MS동_DS 방향 S/G #2 출문,648,T3
513-6-1-1,513-06 P5_GMP_1F_DS-1636(MCS Control Room),631,G1
307-9-1-2,307-09 P4_MEZZ. 3층_P4-AD-3M331(여성휴게실) - 출문,626,N1
307-9-1-1,307-09 P4_MEZZ. 3층_P4-AD-3M331(여성휴게실) - 입문,625,N1
701-28-1-2,701-28 BP2_5층 University Main S/G #3 출문,613,G4
700-33-1-1,700-33_P2 메인로비 S/G #3 입문,608,N1
406-1-1-1,406-01 P4_GMP_4F_QC-4613(MLT Room Gowning A/L),601,G2
035-21-1-1,035-21 P3_유틸리티동_3F_VC실험실 단개문,593,G1
024-33-1-1,024-33-01-01 P2_DP동_1층_WH-1731(측정실),591,G1
523-25-1-1,523-25 P5_MS동_Main 로비 S/G #3 입문,589,N1
30-32-1-1,030-32 P3_GMP_1F_DS-1285(Dispensed Material Stag.),585,G1
012-36-1-1,012-36 P1_GMP_3F_DS-3534(Techcore - CNC Corridor),583,T1
103-7-1-1,103-07 P4_GMP_1F_SB-1211(TECHNICAL CORE_1F),583,G1
014-57-1-1,014-57 P1_2F_W1-2131(P1 2F 창고1),581,G1
013-18-1-1,013-18 P1_K-GMP_7F_DP-7115(DP Gowning (W)),578,G2
700-23-1-1,700-23_P1 UT1 방향 S/G #1 입문,576,T2
30-47-1-1,030-47 P3_GMP_1F_DS-1713(Cold Staging ),572,G1
014-51-1-2,014-51 P1_1F_DP-2107 (남성휴게실) [출문],566,N1
203-6-1-1,203-06 P4_GMP_2F_SB-2211(TECHNICAL CORE_2F),562,G1
516-54-1-1,516-54 P5_GMP_3F_MS-3207(Sample Control Room),562,G1
003-3-1-1,003-03 P3_생산동_정문 SPEED GATE-3 입문,561,T2
011-87-1-1,011-87 P1_4F_연구실 주출입구,560,T2
014-51-1-1,014-51 P1_1F_DP-2107 (남성휴게실) [입문],560,N1
024-18-1-1,024-18 P2_K-GMP_1F_WH-1301(Dispensing Entrance(M)),556,T2
025-19-1-1,025-19 P2_GMP_5F_CM-5616(CC Cold Storage-3),556,G1
29-7-1-1,029-07 P3_GMP_1F_DS-1375(Tech Core Vestibule (PP)),551,G1
406-5-1-1,406-05 P4_GMP_4F_QC-4312(ElectrophoresisTestRoom),544,G1
013-5-1-1,013-05 P1_GMP_8F_DP-8213(Visual Inspection),537,G1
30-46-1-1,030-46 P3_GMP_1F_DS-1712(Cold Staging),537,G1
033-23-1-1,033-23 P3_GMP_4F_PD-4121(Lab Entry),530,G1
014-44-1-1,014-44 W1-1129(반입도크[셔터]),529,G1
105-9-1-1,105-09 P4_1층_P4-AD-1312(사무실-1),529,G1
033-63-1-1,033-63 P3_GMP_4F_QC-4313(P3 Microbiology Entrance),527,T2
012-51-1-1,012-51 P1_GMP_6F_DP-6608(Inspection Room 우측),526,G1
012-65-1-1,012-65 P1_GMP_7F_DS-7201(Techcore),526,G1
505-23-1-1,505-23 P4_GMP_5F_SA-5178(Clean Corridor),525,T1
205-3-1-1,205-03 P4_GMP_2F_P4-SA-2212(Techcore),523,G1
023-28-1-1,023-28 P2_GMP_1F_DS-1505(Utility Room),522,G1
033-46-1-1,033-46 P3_GMP_4F_QC-4176(Corridor ? 6),521,T1
405-4-1-1,405-04 P4_GMP_4F_QC-4514(Storage-5),499,G1
012-7-1-1,012-07 P1_GMP_1F_DS-1400(Techcore/Mechanical Room),498,G1
523-20-1-1,523-20 P5_MS동_DS 방향 S/G #1 입문,489,T2
204-7-1-1,204-07 P4_GMP_2F_P4-SA-2211(Techcore),488,G1
014-30-1-1,014-30 P1_K-GMP_3F_W1-3082(Packaging Room),485,G1
511-26-1-1,511-26 P5_GMP_3F_DS-3120(M A/L),479,G1
523-20-1-2,523-20 P5_MS동_DS 방향 S/G #1 출문,478,T3
024-58-1-1,024-58 P2_GMP_2F_DP-2401(DP Technical Core),476,G1
701-28-1-1,701-28 BP2_5층 University Main S/G #3 입문,475,G4
014-44-1-2,014-44 W1-1129(반입도크[셔터]),471,G1
513-30-1-1,513-30 P5_GMP_3F_DS-3121(M A/L),465,G1
701-9-2-2,701-09 정문동_정문 SPEED GATE-2 출문,463,T2
513-16-1-1,513-16 P5_GMP_2F_DS-2201B(TECHNICAL CORE_2F),460,G1
31-36-1-1,031-36 P3_K-GMP_2F_WH-2815(packing room),458,G1
033-59-1-1,033-59 P3_GMP_4F_QC-4176(Corridor ? 6),454,T1
033-50-1-1,033-50 P3_GMP_4F_QC-4172(Corridor ? 2),451,T1
516-14-1-1,516-14 P5_GMP_1F_MS-1125(Packing Room),451,G1
105-14-1-1,105-14 P4_GMP_1F_SA-1179(SAMPLE STAGING),448,G1
035-69-1-1,035-69 P3_GMP_3F_CO-3051(Gowning A/L),447,G2
202-7-1-1,202-07 P4_GMP_2F_SB-2212(TECHNICAL CORE_2F),437,G1
700-34-2-2,700-34_P2 메인로비 S/G #4 출문,435,N1
401-8-1-1,401-08 P4_GMP_4F_QC-4640(Corridor),432,T1
701-27-1-2,701-27 BP2_5층 University Main S/G #2 출문,429,G4
700-23-2-2,700-23_P1 UT1 방향 S/G #1 출문,428,T3
023-72-1-1,023-72-01-01 P2_DS동_4층_DS-4501(공조기실),419,G1
033-98-1-1,033-98 P3_생산동_4층_CO-4212(EPM 사무실 동측),416,G1
035-66-1-1,035-66 P3_GMP_3F_CO-3049(Gowning A/L),415,G2
101-18-1-1,101-18 P4_GMP_1F_P4-SA-1211(Techcore),413,G1
700-34-1-1,700-34_P2 메인로비 S/G #4 입문,412,N1
104-4-1-1,104-04 P4_GMP_1F_SA-1711(PP Cold Room),411,G1
023-18-1-1,023-18 P2_GMP_1F_DS-1403(Techcore (PP)),407,G1
501-6-1-1,501-06 P4_GMP_5F_SA-5713(COLD ROOM(2to8)),406,G1
523-21-1-1,523-21 P5_MS동_DS 방향 S/G #2 입문,401,T2
012-69-1-1,012-69 P1_2F_DS-2515(Vestibule),398,G1
024-45-1-1,024-45 P2_DP동_2층_DP-2116(냉장실),396,G1
513-4-1-1,513-04 P5_GMP_1F_DS-1201B(TECHNICAL CORE_1F),395,G1
406-10-1-1,406-10 P4_GMP_4F_QC-4229(Sample control room),393,G1
014-3-1-1,014-06 P1_GMP_1F_W1-1066(WH Material Airlock),388,G1
30-54-1-2,030-54 P3_생산동_1층_WH-1225(반입도크-2[출문]),383,T3
014-46-1-1,014-46 P1_K-GMP_1F_W1-1100(CRT Storage),382,G1
516-4-1-1,516-04 P5_GMP_1F_MS-1118A(Material A/L),381,G1
701-2-2-2,701-02 P4_생산동_2층브릿지 SPEED GATE-2 출문,380,T1
201-2-1-1,201-02 P4_2층_P4-AD-2996(생산설비유지보수실),378,G1
30-49-1-2,030-49 P3_생산동_1층_WH-1229(반출도크-1[출문]),376,T3
022-52-1-1,022-52 P2_커뮤니티동_1층_Labor Union Office-1,375,G1
025-29-1-1,025-29 P2_K-GMP_5F_DS-5116(Inoc 2 Gowning),369,G2
32-19-1-1,032-19 P3_GMP_3F_DS-3235(EM Equipment Storage-5),369,G1
700-32-2-2,700-32_P2 메인로비 S/G #2 출문,369,N1
701-26-1-2,701-26 BP2_5층 University Main S/G #1 출문,369,G4
033-39-1-1,033-39 P3_GMP_4F_QC-4239(Stock Storage),368,G1
103-25-1-1,103-25 P4_GMP_1F_AD-1357(Document Room),367,G1
30-26-1-1,030-26 P3_GMP_1F_DS-1711(Cold Storage (PP)),367,G1
600-42-1-1,600-42 BP2_5층_P4-A2-5304(교육실-4),366,G4
29-28-1-1,029-28 P3_생산동_1층_DS-1343(기사대기실),360,N1
30-24-1-1,030-24 P3_GMP_1F_DS-1294(Sample Staging),360,G1
31-34-1-1,031-34 P3_GMP_2F_DS-2238(Technical Core (PP)),360,G1
035-64-1-1,035-64 P3_GMP_3F_CO-3046B(Locker Room[W]),358,G2
105-3-1-1,105-03 P4_GMP_1F_MF-1661(MCS CONTROL ROOM),358,G1
405-11-1-1,405-11 P4_4층_P4-AD-4313(CALIBRATION DOC. ROOM),358,G1
024-60-1-1,024-60-01-01 P2_DP동_2층_DP-2502(창고),357,G1
014-8-1-1,014-08 P1_K-GMP_1F_W1-1011(Freezer Storage),355,G1
033-73-1-1,033-73 P3_GMP_4F_CO-4225(mRNA MSAT Laboratory),355,G1
014-52-1-2,014-52 P1_1F_W1-1117(Sample Packing Room),354,G1
014-2-1-1,014-02 P1_GMP_1F_W1-1051(Freeze and Thaw Vestibule,353,G1
514-73-1-1,514-73 P5_GMP_2F_DS-2812(Doc. Req.&Pick Up Room),353,G1
600-61-1-1,600-61 BP2_2층_나눔키오스크,353,N2
502-4-1-1,502-04 P4_GMP_5F_SB-5712(COLD ROOM (2to8℃)_5F),351,G1
033-70-1-1,033-70 P3_GMP_4F_QC-4125(Microbial Ident. Room),350,G1
301-6-1-1,301-06 P4_GMP_3F_SA-3147(Inoculum-2 Material A/L),350,G1
30-31-1-1,030-31 P3_GMP_1F_DS-1273(Material Vestibule (PP)),349,G1
700-58-1-1,700-58_P3 UT방향 수동문 입문,349,T2
700-21-1-1,700-21_P1 개발동 방향 S/G #1-입문,346,T2
014-14-1-1,014-14 P1_GMP_1F_W1-1083(Sampling Vestibule),344,G1
516-62-1-1,516-62 P5_MS동_3층_MS-3313(사무실-2),344,G1
012-90-1-1,012-90 P1_GMP_6F_DS-6112(Techcore),343,G1
024-99-1-1,024-99 P2_GMP_1F_WH-1911(Vestibule),343,G1
29-38-1-1,029-38 P3_GMP_1F_DS-1625(DS control room),343,G1
32-44-1-1,032-44 P3_생산동_3.5층_DS-C916(사무실-1[북측]),342,G1
011-14-1-1,011-14 P1_GMP_1F_Q1-1003(CCR),341,G1
700-58-1-2,700-58_P3 UT방향 수동문 출문,341,T3
305-12-1-1,305-12 P4_GMP_3F_P4-SA-3212(Techcore),340,G1
023-55-1-1,023-55 P2_GMP_2F_DS-2405(Techcore (PP)),339,G1
700-25-1-1,700-25_P1 UT2 방향 S/G #1 입문,337,T2
30-9-1-1,030-09 P3_GMP_1F_WH-1214(Sampling Vestibule),331,G1
035-71-1-1,035-71 P3_GMP_3F_CO-3055(Gowning A/L),330,G2
516-68-1-1,516-68 P5_MS동_3층_MS-3101(SPARE PART STORAGE),330,G1
34-51-1-1,034-51 P3_GMP_4F_QC-4316(MEETING ROOM-2),329,G3
035-75-1-1,035-75 P3_GMP_3F_CO-3046A(Locker Room[M]),328,G2
302-11-1-1,302-11 P4_GMP_3F_SB-3147(Inoculum 2 Material A/L),327,G1
102-10-1-1,102-10 P4_GMP_1F_SB-1149(GOWNING A/L),326,G2
700-31-2-2,700-31_P2 메인로비 S/G #1 출문,326,N1
600-62-1-1,600-62 BP2_3층_나눔키오스크,325,N2
023-59-1-1,023-59 P2_GMP_2F_DS-2605A(DS Control Room),324,G1
600-13-1-1,600-13 BP2_1층_P4-A2-1205(BS 센터),321,G1
32-21-1-1,032-21 P3_GMP_3F_DS-3231(Waste Airlock (CC)),320,G1
516-7-1-1,516-07 P5_GMP_1F_MS-1702B(Coldroom-1 Buffer),318,G1
023-53-1-1,023-53 P2_GMP_2F_DS-2173(Sample Receiving Room),317,G1
101-17-1-1,101-17 P4_GMP_1F_P4-SA-1211(Techcore),316,G1
501-2-1-1,501-02 P4_GMP_5F_SA-5183(MATERIAL AIRLOCK),316,G1
505-1-1-1,505-01 P4_GMP_5F_SA-5155(GOWNING AIRLOCK),315,G2
003-2-2-2,003-02 P3_생산동_정문 SPEED GATE-2 출문,311,T2
700-71-1-1,700-71_P4 UT방향 S/G #1  입문,310,T2
023-90-1-1,023-90-01-01 P2_DS동_5층_DS-5501(공조기실),306,G1
024-48-1-1,024-48 P2_DP동_2층_DP-2117(냉장실),305,G1
514-23-1-1,514-23 P5_DS동_2층_DS-2377(복도-5),304,T1
29-13-1-1,029-13 P3_생산동_1층_DS-1989(#8 E/V 전실),302,G1
012-31-1-1,012-31 P1_3F_DS-3503(Storage Room),301,G1
401-12-1-1,401-12 P4_GMP_4F_QC-4714(Waste Room-3),300,G1
511-4-1-1,511-04 P5_GMP_1F_DS-1201A(TECHNICAL CORE_1F),300,G1
103-17-1-1,103-17 P4_GMP_1F_WH-1713(Cold Room(2 to 8℃)),295,G1
305-6-1-1,305-06 P4_3층_P4-AD-3971(VALIDATION CALIBRATION),294,G1
600-13-1-2,600-13 BP2_1층_P4-A2-1205(BS 센터),293,G1
701-27-1-1,701-27 BP2_5층 University Main S/G #2 입문,291,G4
102-21-1-1,102-21 P4_GMP_1F_WH-1264(MATERIAL A/L),290,G1
502-2-1-1,502-02 P4_GMP_5F_SB-5182(MATERIAL A/L),290,G1
600-58-1-2,600-58 BP2_3층_P4-A2-3406(미용실 출문),290,T3
402-2-1-1,402-02 P4_GMP_4F_QC-4235(Stability reception room),288,G1
600-63-1-1,600-63 BP2_3층_나눔한컷2,288,N2
600-58-1-1,600-58 BP2_3층_P4-A2-3406(미용실 입문),286,T2
011-89-1-1,011-89 P1_4F_폐기물실-1,284,G1
023-65-1-1,023-65 P2_GMP_4F_DS-4209(IBC Storage (PP)),284,G1
106-9-1-1,106-09 P4_GMP_1F_SB-1179(SAMPLE STAGING),282,G1
523-19-1-2,523-19 P5_MS동_WWT 방향 화물 Gate 출문,280,T3
102-23-1-1,102-23 P4_GMP_1F_WH-1212(INCOMING & TRANSFER DOCK),278,G1
401-15-1-1,401-15 P4_GMP_4F_P4-SA-4212(Techcore),277,G1
023-41-1-1,023-41 P2_GMP_2F_DS-2109(Waste Airlock (CC)),274,G1
505-21-1-1,505-21 P4_5층_Future space(복도),274,T1
033-62-1-1,033-62 P3_GMP_4F_QC-4177(Corridor ? 7),269,T1
513-26-1-2,513-26 P5_DS동_3층_DS-3375(복도-3 출문),269,T1
033-71-1-1,033-71 P3_GMP_4F_QC-4124(Strain Handling Room),267,G1
30-6-1-1,030-06 P3_GMP_1F_WH-1211(Material Airlock),265,G1
515-59-1-1,515-59 P5_GMP_2F_DS-2206(TECHNICAL CORE_2F),265,G1
523-19-1-1,523-19 P5_MS동_WWT 방향 화물 Gate 입문,262,T2
700-10-1-1,700-10_개발동 메인 S/G #2-입문,260,T2
600-36-1-1,600-36 BP2_5층_P4-A2-5306(사무실),257,G1
012-94-1-1,012-94 P1_K-GMP_6F_DS-6309(Inocculum 1 Gowning),256,G2
023-42-1-1,023-42 P2_GMP_2F_DS-2405(Techcore (PP)),255,G1
502-3-1-1,502-03 P4_GMP_5F_SB-5713(COLD ROOM (2to8℃)),255,G1
502-5-1-1,502-05 P4_GMP_5F_SB-5187(CLEAN CORRIDOR),255,T1
035-43-1-1,035-43 P3_유틸리티동_3층_UT-3014(CONTROL RM),253,G1
30-53-1-2,030-53 P3_생산동_1층_WH-1225(반입도크-2[출문]),252,T3
512-36-1-1,512-36 P5_DS동_3층_DS-3313(교정사무실),252,G1
701-37-1-1,701-37 P2_커뮤니티동_1층 SPEED GATE-4,252,G1
30-25-1-1,030-25 P3_GMP_1F_DS-1292(Sample Staging),249,G1
302-3-1-1,302-03 P4_GMP_3F_SB-3193(SAMPLE STAGING),249,G1
105-13-1-1,105-13 P4_GMP_1F_SA-1177(WASTE A/L),248,G1
800-4-1-1,800-04 New Jersey Office side door 입문,245,T2
700-71-2-2,700-71_P4 UT방향 S/G #1 출문,244,T3
012-33-1-1,012-33 P1_GMP_3F_DS-3512(Sample Transfer Area),242,G1
43-5-1-1,043-05-01 RD_GMP_1F_RD-1132(Corridor),242,T1
700-33-2-2,700-33_P2 메인로비 S/G #3 출문,241,N1
302-13-1-1,302-13 P4_GMP_3F_SB-3176(EM Equipment Storage),240,G1
012-73-1-1,012-73 P1_GMP_8F_DS-8301(Techcore/Mechanical Room),238,G1
025-45-1-1,025-45 P2_GMP_5F_CM-5501(HVAC Room),236,G1
30-10-1-1,030-10 P3_GMP_1F_DS-1263(Material Airlock (PP)),235,G1
30-30-1-1,030-30 P3_GMP_1F_DS-1275(CLEAN CORRIDOR(3M)),235,T1
302-14-1-1,302-14 P4_GMP_3F_SB-3711(COLD ROOM (2to8℃)_3F),235,G1
43-39-1-1,043-39 RD_GMP_1F_RD-1132(Corridor),234,T1
022-20-1-2,022-20-02 BP1_3F 경영진단 사무실 -1(출문),232,T3
011-81-1-1,011-81 P1 3F Q1-3151 (연구소 내부 기준 좌측 출입문),231,T2
31-10-1-1,031-10 P3_GMP_2F_DS-2215(Waste Airlock (CC)),229,G1
027-1-1-1,027-01-01-01 P2_폐수처리장_제어실,228,G1
033-82-1-1,033-82 P3_GMP_4F_QC-4127(MLT Personal A/L),228,G1
523-13-1-2,523-13 P5_DS동_Main 로비 화물 Gate 출문,227,N1
700-25-2-2,700-25_P1 UT2 방향 S/G #1 출문,227,T3
035-15-1-1,035-15 P3_유틸리티동_1층_UT-1043(창고-5),226,G1
013-30-1-1,013-30 P1_GMP_8F_DP-8143(DP Material Airlock Vesti,225,G1
505-2-1-1,505-02 P4_GMP_5F_SA-5156(MATERIAL AIRLOCK),225,G1
511-12-1-1,511-12 P5_GMP_2F_DS-2201A(TECHNICAL CORE_2F),225,G1
701-26-1-1,701-26 BP2_5층 University Main S/G #1 입문,224,G4
025-48-1-1,025-48  P2_DP동_5층_AD-5115A(재경팀 회의실),221,G3
51-36-1-1,51-36 ADC_GMP_2F_DS-2109(MAIN MATERIAL A/L 1-1),221,G1
43-5-1-2,043-05-02 RD_GMP_1F_RD-1132(Corridor),220,T1
302-10-1-1,302-10 P4_GMP_3F_SB-3143(Inoculum 1 Material A/L),219,G1
014-43-1-1,014-43 W1-1123(반출도크),218,G1
51-32-1-1,51-32 ADC_GMP_2F_DS-2106(ENTERANCE(M)),218,G1
013-34-1-1,013-34 P1_5F_DP-5210(Mechanical Room),217,G1
035-76-1-1,035-76 P3_GMP_3F_CO-3067(Sample/Media Storage),216,G1
30-2-1-1,030-02 P3_K-GMP_1F_DS-1238(Bulk Fill Gowning),216,G2
700-9-1-1,700-09_개발동 메인 S/G #1-입문,216,T2
023-45-1-1,023-45 P2_GMP_3F_DS-3401(Techcore (PP)),215,G1
025-44-1-1,025-44 P2_GMP_5F_PD-5104(Cell Culture Process),215,G1
023-91-1-1,023-91 P2_GMP_5F_DS-5145(CC Cold Storage),214,G1
301-14-1-1,301-14 P4_GMP_3F_SA-3193(SAMPLE STAGING),211,G1
514-20-1-1,514-20 P5_DS동_2층_DS-2374(복도-4),211,T1
102-13-1-1,102-13 P4_GMP_1F_SB-1711(COLD ROOM (2to8℃)_1F),209,G1
033-42-1-1,033-42 P3_GMP_4F_QC-4171(Corridor ? 1),208,T1
51-89-1-1,51-89 ADC_GMP_2F_DS-2138(GOWNING A/L 3-1(IN)),207,G2
025-27-1-1,025-27 P2_GMP_5F_DS-5110(LN2 Storage),205,G1
033-34-1-1,033-34 P3_생산동_4층_CO-4212(EPM 사무실 북측),205,G1
023-15-1-1,023-15 P2_GMP_1F_DS-1251(Cold Storage (PP)),203,G1
304-2-1-1,304-02 P4_GMP_3F_P4-SA-3211(Techcore),203,G1
202-11-1-1,202-11 P4_GMP_2F_WH-2712(Cold Room Buffer),202,G1
024-85-1-1,024-85 P2_GMP_2F_DP-2115(Storage),199,G1
204-6-1-1,204-06 P4_GMP_2F_SA-2172(Waste A/L),198,G1
200-6-1-1,200-06 P2_GMP_1F_DS-1515(HVAC Room),195,G1
511-25-1-1,511-25 P5_GMP_3F_DS-3101B(TECHNICAL CORE_3F),195,G1
514-66-1-1,514-66 P5_GMP_3F_DS-3246(CLEAN CORRIDOR),195,T1
105-1-1-1,105-01 P4_GMP_1F_SA-1173(EM EQUIPMENT STORAGE),193,G1
012-1-1-1,012-01 DS-2504(QA Document Control),192,G1
516-63-1-1,516-63 P5_MS동_3층_MS-3101(SPARE PART STORAGE),191,G1
035-62-1-1,035-62 P3_GMP_3F_CO-3048(Material A/L),190,G1
202-10-1-1,202-10 P4_GMP_2F_SB-2212(TECHNICAL CORE_2F),190,G1
301-7-1-1,301-07 P4_GMP_3F_SA-3146(Inoculum-2 Gowning A/L),189,G2
511-54-1-2,511-54 P5_DS동_2층_DS-2971(직원 휴게실(남)출문),189,N1
511-54-1-1,511-54 P5_DS동_2층_DS-2971(직원 휴게실(남)입문),187,N1
025-58-1-1,025-58 P2_4F_AD-4115(sP Office),186,G1
202-13-1-1,202-13 P4_GMP_2F_WH-2711(Upright Freezer Room),186,G1
600-41-1-1,600-41 BP2_5층_P4-A2-5305(교육실-5),186,G4
024-46-1-1,024-46 P2_DP동_2층_DP-2205(냉장실),185,G1
502-12-1-1,502-12 P4_GMP_5F_SB-5213(TECHNICAL CORE_5F),184,G1
012-50-1-1,012-50 P1_GMP_6F_DP-6608(Inspection Room 좌측),183,G1
023-19-1-1,023-19 P2_GMP_1F_DS-1403(Techcore (PP)),183,G1
205-4-1-1,205-04 P4_GMP_2F_SA-2173(Material A/L),183,G1
302-12-1-1,302-12 P4_GMP_3F_SB-3146(Inoculum 2 Gown),183,G1
52-71-1-1,52-71 ADC_GMP_3F_PD-3111(CDO/MSAT OPEN LAB),183,G1
301-13-1-1,301-13 P4_GMP_3F_SA-3176(EM EQUIPMENT STORAGE),182,G1
305-3-1-1,305-03 P4_GMP_3F_SA-3711(COLD ROOM(2to8℃)),182,G1
600-46-1-1,600-46 BP2_5층_P4-A2-5301(교육실-1),181,G4
035-65-1-1,035-65 P3_GMP_3F_CO-3059(PCR Vestibule),180,G1
32-20-1-1,032-20 P3_K-GMP_3F_DS-3238(Inoculum 1 Gown),180,G1
700-9-2-2,700-09_개발동 메인 S/G #1-출문,180,T3
29-12-1-1,029-12 P3_생산동_1층_DS-1259(기계실-3),179,G1
303-5-1-1,303-05 P4_GMP_3F_SB-3211(TECHNICAL CORE_3F),179,G1
30-3-1-1,030-03 P3_K-GMP_1F_DS-1257(Bulk Fill Gowning),176,G2
013-3-1-1,013-03 P1_K-GMP_5F_W1-5001(Packing Room),175,G1
700-67-2-2,700-67_P4 P3 방향 -2 S/G #1 출문,175,T3
505-22-1-1,505-22 P4_5층_Future space(통로),174,T1
024-12-1-1,024-12 P2_2F_DP-2402(Lyo Monitoring Room),173,G1
024-49-1-1,024-49 P2_GMP_2F_DP-2673(Waste Airlock),173,G1
515-40-1-1,515-40 P5_GMP_3F_DS-3106B(Inoculum-3 Gowning A/L),173,G2
700-8-1-1,700-08_P3-BP1 브릿지 S/G #수동문-입문,173,T1
012-78-1-1,012-78 DS-2510A(PIP사무실1)#128,172,G1
30-5-1-1,030-05 P3_GMP_1F_DS-1268(EM Equipment Storage-1),172,G1
405-13-1-1,405-13 P4_GMP_4F_MF-4413(HVAC Room-3),172,G1
600-43-1-1,600-43 BP2_5층_P4-A2-5304(교육실-4),172,G4
012-24-1-1,012-24 P1_GMP_2F_DS-2513(Pacific Ocean),170,G1
102-15-1-1,102-15 P4_GMP_1F_SB-1211(TECHNICAL CORE_1F),170,G1
201-10-1-1,201-10 P4_GMP_2F_MF-2413(HVAC Room-1),170,G1
701-25-1-1,701-25_P1-BP2 브릿지 S/G #수동문 입문,170,T1
701-25-1-2,701-25_P1-BP2 브릿지 S/G #수동문 출문,170,T1
023-54-1-1,023-54-01-01 P2_DS동_2층_DS-2502(CLEAN UTILTIES RO,169,G1
102-9-1-1,102-09 P4_GMP_1F_SB-1150(MATERIAL A/L),169,G1
101-5-1-1,101-05 P4_1층_P4-MF-1513(DS4A CSG ROOM),168,G1
012-93-1-1,012-93 P1_K-GMP_6F_DS-6311(Inocculum 2 Gowning),167,G2
014-19-1-2,014-19 W1-1124(WH방풍실)#179,167,G1
401-10-1-1,401-10 P4_GMP_4F_QC-4713(Material Reception Room),167,G1
43-11-1-1,043-11 개발동 2층 COLD ROOM,167,G1
603-3-1-1,603-03 BP1_3F 경영진단팀 면담실 (입문),167,T2
205-13-1-1,205-13 P4_GMP_2F_MF-2414(HVAC Room-2),166,G1
513-26-1-1,513-26 P5_DS동_3층_DS-3375(복도-3 입문),166,T1
31-23-1-1,031-23 P3_GMP_2F_DS-2511(Clean Utilities Room(CC)),165,G1
52-64-1-1,52-64 ADC_GMP_3F_PD-3102(MATERIAL A/L-1),165,G1
700-21-2-2,700-21_P1 개발동 방향 S/G #1-출문,165,T3
